model	deposition_date	method	resolution	distance_mean	distance_median
6u7h	2019-09-02	ELECTRON MICROSCOPY	None	1.5240252914916343	1.5237855576505976
6i1x	2018-10-30	ELECTRON MICROSCOPY	None	1.5273523391383583	1.528255550450731
6bjc	2017-11-05	ELECTRON MICROSCOPY	None	1.525903592214065	1.5253991669856202
6gqv	2018-06-08	ELECTRON MICROSCOPY	None	1.5219708590557663	1.5218702873275978
6njp	2019-01-03	ELECTRON MICROSCOPY	None	1.5208789910964728	1.521027213966078
6bhu	2017-10-31	ELECTRON MICROSCOPY	None	1.532585603987804	1.5330126705755727
6u2w	2019-08-20	ELECTRON MICROSCOPY	None	1.5212742316095371	1.521163665341052
6kaf	2019-06-22	ELECTRON MICROSCOPY	None	1.5217480951416504	1.5219898303222232
6bgl	2017-10-28	ELECTRON MICROSCOPY	None	1.5216403238238634	1.5218067510930458
6jqn	2019-03-31	ELECTRON MICROSCOPY	None	1.5210308750807315	1.5213774915097866
6nef	2018-12-17	ELECTRON MICROSCOPY	None	1.5225414668823005	1.522113561782897
6kku	2019-07-27	ELECTRON MICROSCOPY	None	1.5209759910010403	1.5210841402527144
6rj9	2019-04-26	ELECTRON MICROSCOPY	None	1.521849186771702	1.5220357003778133
6jjc	2019-02-25	ELECTRON MICROSCOPY	None	1.521488022150741	1.5216073634712801
6cxc	2018-04-02	ELECTRON MICROSCOPY	None	1.5202289422037958	1.5203192421256981
5yhq	2017-09-29	ELECTRON MICROSCOPY	None	1.518658104118942	1.5185967355930932
5lzw	2016-10-02	ELECTRON MICROSCOPY	None	1.5264770590233685	1.5270238950577226
6uz0	2019-11-14	ELECTRON MICROSCOPY	None	1.5201179573148695	1.5208362274456682
6sae	2019-07-16	ELECTRON MICROSCOPY	None	1.5225186459040336	1.5224783107019877
3j6b	2014-01-22	ELECTRON MICROSCOPY	None	1.523997547257319	1.5242041965098387
6et5	2017-10-25	ELECTRON MICROSCOPY	None	nan	1.5175368631620703
6ouc	2019-05-04	ELECTRON MICROSCOPY	None	1.520693878346216	1.5204801452421959
6u5s	2019-08-28	ELECTRON MICROSCOPY	None	1.5215608055388465	1.5218358299579786
5x0m	2017-01-21	ELECTRON MICROSCOPY	None	1.5232070060030567	1.52476549881986
6pr5	2019-07-10	ELECTRON MICROSCOPY	None	1.5195970999676114	1.5195967087012658
5mmi	2016-12-10	ELECTRON MICROSCOPY	None	1.5226760912218904	1.522630919463653
6feq	2018-01-03	ELECTRON MICROSCOPY	None	1.5179602068124523	1.518100655135366
5lzv	2016-10-02	ELECTRON MICROSCOPY	None	1.5303182376309414	1.5305764991627941
6re2	2019-04-12	ELECTRON MICROSCOPY	None	1.518303698936634	1.5184772793705805
6u48	2019-08-23	ELECTRON MICROSCOPY	None	1.522346848356355	1.522554908242517
6s7t	2019-07-05	ELECTRON MICROSCOPY	None	1.5220364485565236	1.5220911233070575
6k7k	2019-06-07	ELECTRON MICROSCOPY	None	1.5205088404544886	1.5206504846640905
6r1t	2019-03-15	ELECTRON MICROSCOPY	None	1.521150931365644	1.5204544684314456
6olz	2019-04-17	ELECTRON MICROSCOPY	None	1.5200948795595062	1.5200519448024792
6uuz	2019-11-01	ELECTRON MICROSCOPY	None	1.5216437612971385	1.5218583823661276
6nbd	2018-12-06	ELECTRON MICROSCOPY	None	1.5200796441325646	1.5205994326492094
6sst	2019-09-09	ELECTRON MICROSCOPY	None	1.5188546913478669	1.5184054502028959
3jci	2015-12-13	ELECTRON MICROSCOPY	None	1.5186796994832932	1.5184519317078649
5u9f	2016-12-16	ELECTRON MICROSCOPY	None	1.5230949894219323	1.5226892460275527
3jb1	2015-07-06	ELECTRON MICROSCOPY	None	1.523351173456424	1.523593878603942
5o60	2017-06-02	ELECTRON MICROSCOPY	None	1.5214465503715109	1.5216540466473187
6c1h	2018-01-04	ELECTRON MICROSCOPY	None	1.521831737268081	1.5219107656723896
6csx	2018-03-21	ELECTRON MICROSCOPY	None	1.5197594368884737	1.5197817334460222
5h0s	2016-10-06	ELECTRON MICROSCOPY	None	1.5061560994428609	1.5172354278718923
6rxv	2019-06-10	ELECTRON MICROSCOPY	None	1.5198204396995074	1.5198807893536788
6fhs	2018-01-15	ELECTRON MICROSCOPY	None	1.5217393549438358	1.5219267731848276
6qdv	2019-01-03	ELECTRON MICROSCOPY	None	1.522571666590132	1.5218695698052274
6t8b	2019-10-24	ELECTRON MICROSCOPY	None	1.521706215418902	1.522022098025638
5zx5	2018-05-18	ELECTRON MICROSCOPY	None	1.5179746023540068	1.5182935252110257
5oik	2017-07-18	ELECTRON MICROSCOPY	None	1.5182834676319799	1.5189354285845291
5wq7	2016-11-23	ELECTRON MICROSCOPY	None	1.519357851337627	1.5193826326472348
6fay	2017-12-18	ELECTRON MICROSCOPY	None	1.5218740780311248	1.521969698579323
5v7v	2017-03-20	ELECTRON MICROSCOPY	None	1.5217539231886696	1.5189100476038095
6k7g	2019-06-07	ELECTRON MICROSCOPY	None	1.5201554643206807	1.5203818866354664
5uar	2016-12-19	ELECTRON MICROSCOPY	None	1.5320152372190157	1.5322428567428332
6c0f	2017-12-29	ELECTRON MICROSCOPY	None	1.5199827566618136	1.520041573129075
6u95	2019-09-06	ELECTRON MICROSCOPY	None	1.5193740865447851	1.519344070602332
6qm5	2019-02-01	ELECTRON MICROSCOPY	None	1.5202677252298264	1.5202407811511522
6dmb	2018-06-04	ELECTRON MICROSCOPY	None	1.5209722009257727	1.5209447699746974
6p65	2019-05-31	ELECTRON MICROSCOPY	None	1.512151556825285	1.5117388354959793
5xs4	2017-06-12	ELECTRON MICROSCOPY	None	1.5200975340139031	1.5199415792039899
6msm	2018-10-16	ELECTRON MICROSCOPY	None	1.5310918213449396	1.5318124548409435
3j9e	2015-01-10	ELECTRON MICROSCOPY	None	1.5172142270069573	1.5168718568743573
6of3	2019-03-28	ELECTRON MICROSCOPY	None	1.5230592289544347	1.5228158072414966
6bqr	2017-11-28	ELECTRON MICROSCOPY	None	1.5206267202056145	1.520663238463331
6nzo	2019-02-14	ELECTRON MICROSCOPY	None	1.52306327554224	1.5233192558624162
6ahc	2018-08-17	ELECTRON MICROSCOPY	None	1.5195404901138578	1.5195847312128499
6ole	2019-04-16	ELECTRON MICROSCOPY	None	1.5206998152283957	1.5206590217737654
6qjp	2019-01-24	ELECTRON MICROSCOPY	None	1.5194944139112845	1.5188908155129905
6bfc	2017-10-26	ELECTRON MICROSCOPY	None	1.521524750272024	1.5214450710824536
6j3z	2019-01-07	ELECTRON MICROSCOPY	None	1.5180266071552804	1.5183870373647892
6mzx	2018-11-06	ELECTRON MICROSCOPY	None	1.5192150217764595	1.5195760505538078
6g5h	2018-03-29	ELECTRON MICROSCOPY	None	1.5186792403117078	1.518790963318935
6crp	2018-03-19	ELECTRON MICROSCOPY	None	1.5197140568796839	1.519795180655322
6bqv	2017-11-28	ELECTRON MICROSCOPY	None	1.519127613053731	1.5191175244175334
6ef8	2018-08-16	ELECTRON MICROSCOPY	None	1.5212324413155356	1.521471540663918
6ou9	2019-05-04	ELECTRON MICROSCOPY	None	1.5205830349127454	1.520603003383802
5u1c	2016-11-28	ELECTRON MICROSCOPY	None	1.5199176781359054	1.520132996237753
3jbm	2015-09-06	ELECTRON MICROSCOPY	None	nan	nan
5xtd	2017-06-19	ELECTRON MICROSCOPY	None	1.5165182601493485	1.516938274554418
5y6p	2017-08-13	ELECTRON MICROSCOPY	None	1.5245238339808846	1.5248353132942307
6bo8	2017-11-18	ELECTRON MICROSCOPY	None	1.518590948405115	1.5186639381473448
5gag	2015-11-26	ELECTRON MICROSCOPY	None	nan	1.5172101193692629
6j6n	2019-01-15	ELECTRON MICROSCOPY	None	1.52151545150359	1.5213573189896825
6mpb	2018-10-05	ELECTRON MICROSCOPY	None	1.5212689700281912	1.5214168593055595
6gc8	2018-04-17	ELECTRON MICROSCOPY	None	1.523062702267602	1.5232570711754867
6jjd	2019-02-25	ELECTRON MICROSCOPY	None	1.5215594106074157	1.5217210967815307
6b44	2017-09-25	ELECTRON MICROSCOPY	None	1.5218050486631414	1.5218890782804235
6dmy	2018-06-05	ELECTRON MICROSCOPY	None	1.5212220912728935	1.5210495114844145
6ral	2019-04-06	ELECTRON MICROSCOPY	None	1.5221952314724143	1.5216066921469575
6hug	2018-10-08	ELECTRON MICROSCOPY	None	1.5222579209962686	1.5223662528642135
5aj3	2015-02-20	ELECTRON MICROSCOPY	None	1.5231890861422825	1.523385797824543
6drk	2018-06-12	ELECTRON MICROSCOPY	None	1.5204351896095167	1.5210421963630147
6mid	2018-09-19	ELECTRON MICROSCOPY	None	1.5205498062411655	1.5208833135242585
6ui9	2019-09-30	ELECTRON MICROSCOPY	None	1.5197297654990005	1.5201949327570539
6bx0	2017-12-15	ELECTRON MICROSCOPY	None	1.5178253038406688	1.5175436247015646
6pig	2019-06-26	ELECTRON MICROSCOPY	None	1.5346834421857694	1.535261081473811
6or5	2019-04-29	ELECTRON MICROSCOPY	None	1.5193861069082306	1.5192402665664524
6oax	2019-03-18	ELECTRON MICROSCOPY	None	1.518795512980314	1.5189582915155224
5jte	2016-05-09	ELECTRON MICROSCOPY	None	1.526069694690605	1.5260100820996134
6gmh	2018-05-26	ELECTRON MICROSCOPY	None	1.521596449191845	1.5219460346743983
6g90	2018-04-10	ELECTRON MICROSCOPY	None	1.52087404483032	1.5213243721113618
5w3f	2017-06-07	ELECTRON MICROSCOPY	None	1.5168392655192753	1.5208216378840602
5lwg	2016-09-16	ELECTRON MICROSCOPY	None	1.5239772665109803	1.5236907533196358
6owg	2019-05-09	ELECTRON MICROSCOPY	None	1.520766284322089	1.5210785400451678
6n3a	2018-11-14	ELECTRON MICROSCOPY	None	1.5200567862181065	1.5198039868688435
6tbv	2019-11-04	ELECTRON MICROSCOPY	None	1.5209598280162053	1.5209900626662018
6rbd	2019-04-10	ELECTRON MICROSCOPY	None	1.5215927598840253	1.5218648659710834
6caj	2018-01-31	ELECTRON MICROSCOPY	None	1.5240993538681726	1.5241625078525214
6oo7	2019-04-22	ELECTRON MICROSCOPY	None	1.5207305796042225	1.5207157586271718
6o9k	2019-03-14	ELECTRON MICROSCOPY	None	1.518735251525901	1.5187841120202747
6cfw	2018-02-17	ELECTRON MICROSCOPY	None	1.5206205632802896	1.5206818960301498
6rbe	2019-04-10	ELECTRON MICROSCOPY	None	1.5214753312970135	1.5216917394280602
5wsg	2016-12-07	ELECTRON MICROSCOPY	None	1.5207029067548743	1.5196733505198885
6r5q	2019-03-25	ELECTRON MICROSCOPY	None	1.5236071850883686	1.523869039512896
6mtd	2018-10-19	ELECTRON MICROSCOPY	None	1.5204111608835227	1.5205660254467186
6s0x	2019-06-18	ELECTRON MICROSCOPY	None	1.5169196270759835	1.5181773649163177
6n7r	2018-11-28	ELECTRON MICROSCOPY	None	1.5175942773882933	1.517525854698809
3j9m	2015-02-08	ELECTRON MICROSCOPY	None	1.5281977598256489	1.527842200351432
6f6w	2017-12-06	ELECTRON MICROSCOPY	None	1.5330798491120023	1.5342257383968714
6gej	2018-04-26	ELECTRON MICROSCOPY	None	1.5227703702854103	1.5231502104656578
5oqv	2017-08-14	ELECTRON MICROSCOPY	None	1.5189988415847553	1.5188105248063715
3j9i	2015-02-02	ELECTRON MICROSCOPY	None	1.4996830967365034	1.5013352374994784
6qve	2019-03-01	ELECTRON MICROSCOPY	None	1.520262797854798	1.5203609714151738
6on2	2019-04-19	ELECTRON MICROSCOPY	None	1.5216246171132253	1.5218283213435282
6s0k	2019-06-17	ELECTRON MICROSCOPY	None	nan	1.5179179243359988
6b0l	2017-09-14	ELECTRON MICROSCOPY	None	1.5203431326801133	1.5202796849637512
6mdo	2018-09-04	ELECTRON MICROSCOPY	None	1.5165878934818704	1.5166589030800672
5mps	2016-12-18	ELECTRON MICROSCOPY	None	1.5255328271810853	1.5260677147590769
6rgq	2019-04-17	ELECTRON MICROSCOPY	None	1.5186938157503016	1.5187602659307116
6exv	2017-11-09	ELECTRON MICROSCOPY	None	1.5217055959789263	1.5217714917935095
6hu7	2018-10-05	ELECTRON MICROSCOPY	None	1.5196204422027804	1.5197890333919142
6swy	2019-09-24	ELECTRON MICROSCOPY	None	1.5223108559773821	1.522376891481873
6rkd	2019-04-30	ELECTRON MICROSCOPY	None	1.520676295426434	1.5208996211278278
6n8j	2018-11-29	ELECTRON MICROSCOPY	None	1.5202788312149753	1.5203906179018374
3j9q	2015-02-17	ELECTRON MICROSCOPY	None	1.523875930572809	1.5238950831751847
5ojq	2017-07-22	ELECTRON MICROSCOPY	None	1.5198171579090125	1.5200821753745288
6omb	2019-04-18	ELECTRON MICROSCOPY	None	1.5238077297335322	1.5239444241549143
5lzp	2016-09-30	ELECTRON MICROSCOPY	None	1.5220389458948287	1.52204822063384
5w81	2017-06-21	ELECTRON MICROSCOPY	None	1.5320402650036393	1.5322927236328814
6muu	2018-10-23	ELECTRON MICROSCOPY	None	1.521453595105306	1.5212854768321684
6ilj	2018-10-18	ELECTRON MICROSCOPY	None	1.520553067955931	1.5203771410238984
6j0c	2018-12-23	ELECTRON MICROSCOPY	None	1.5206105397553018	1.5203548610878044
6rvv	2019-06-03	ELECTRON MICROSCOPY	None	1.5182668019590202	1.5184171410422083
6rip	2019-04-24	ELECTRON MICROSCOPY	None	1.5151951219958586	1.5157407765251294
6nbb	2018-12-06	ELECTRON MICROSCOPY	None	1.5199232992589653	1.520105269232657
5wfk	2017-07-12	ELECTRON MICROSCOPY	None	1.530803740640925	1.5310409268638163
5vy5	2017-05-24	ELECTRON MICROSCOPY	None	1.5178774591114392	1.5181134161550152
6qul	2019-02-27	ELECTRON MICROSCOPY	None	1.5218613764602984	1.5223093084622041
6k7n	2019-06-07	ELECTRON MICROSCOPY	None	1.5205970195094811	1.5208216980202067
6spd	2019-09-01	ELECTRON MICROSCOPY	None	1.5188444739281959	1.518918354215208
6f36	2017-11-28	ELECTRON MICROSCOPY	None	1.518867699131034	1.5189805943028731
6iug	2018-11-28	ELECTRON MICROSCOPY	None	1.5211533753011435	1.5212831356515972
5t9n	2016-09-09	ELECTRON MICROSCOPY	None	1.5211564646817297	1.5211116585371323
5sye	2016-08-10	ELECTRON MICROSCOPY	None	1.5246239985698018	1.5249818148442327
6mks	2018-09-26	ELECTRON MICROSCOPY	None	1.517193428954411	1.5175879635610476
6nf4	2018-12-18	ELECTRON MICROSCOPY	None	1.5225799439883505	1.5229105508971996
6o2q	2019-02-24	ELECTRON MICROSCOPY	None	1.5197859551831963	1.5199573274538785
6kiw	2019-07-20	ELECTRON MICROSCOPY	None	1.522553017090391	1.5227717367728397
6h5s	2018-07-25	ELECTRON MICROSCOPY	None	1.5185965327015822	1.5185798100579475
6nyf	2019-02-11	ELECTRON MICROSCOPY	None	1.520135486805077	1.5200447372381705
6qex	2019-01-08	ELECTRON MICROSCOPY	None	1.521533218158009	1.521735764175158
5l35	2016-08-03	ELECTRON MICROSCOPY	None	1.521536540792572	1.5217299507469249
6ff4	2018-01-03	ELECTRON MICROSCOPY	None	1.5195370144657987	1.5195519723940658
6qyd	2019-03-08	ELECTRON MICROSCOPY	None	1.5180233356185988	1.5174618485298477
6g79	2018-04-05	ELECTRON MICROSCOPY	None	1.5309950904468554	1.5314835001468945
6bvn	2017-12-13	ELECTRON MICROSCOPY	None	1.5189998549815342	1.5191673156272811
6qs8	2019-02-20	ELECTRON MICROSCOPY	None	1.5195851684583241	1.5200413943751634
3jbg	2015-08-26	ELECTRON MICROSCOPY	None	1.528361131367794	1.527979945100303
6rwb	2019-06-04	ELECTRON MICROSCOPY	None	1.5230152396132226	1.5228361533133812
6s12	2019-06-18	ELECTRON MICROSCOPY	None	1.5147788177862362	1.51474711137014
6g2j	2018-03-23	ELECTRON MICROSCOPY	None	1.5205766272282417	1.5205596784900828
6kuu	2019-09-02	ELECTRON MICROSCOPY	None	1.5217524582989865	1.521719037242492
6p48	2019-05-26	ELECTRON MICROSCOPY	None	1.519949728283792	1.5199767005447775
6niy	2019-01-02	ELECTRON MICROSCOPY	None	1.5205408361321062	1.5207710328071098
6cud	2018-03-25	ELECTRON MICROSCOPY	None	1.5241932362745794	1.5237440220403022
6j5t	2019-01-12	ELECTRON MICROSCOPY	None	1.5198360467301726	1.5197564235711667
3jan	2015-06-17	ELECTRON MICROSCOPY	None	1.5254348433188387	1.5247210394612027
6omf	2019-04-18	ELECTRON MICROSCOPY	None	1.5166821052031767	1.5171063753448233
6j5j	2019-01-11	ELECTRON MICROSCOPY	None	1.5213599123606913	1.5216408739426777
5xnn	2017-05-23	ELECTRON MICROSCOPY	None	1.5205012747368654	1.5208463830809662
5k12	2016-05-17	ELECTRON MICROSCOPY	None	1.5200566972375937	1.5206982923650654
6qjm	2019-01-24	ELECTRON MICROSCOPY	None	1.5206935612852628	1.5202133118451489
6msd	2018-10-16	ELECTRON MICROSCOPY	None	1.5205058568115322	1.5203520543696978
6olf	2019-04-16	ELECTRON MICROSCOPY	None	1.5198988871168277	1.5197705559864283
6nsj	2019-01-24	ELECTRON MICROSCOPY	None	1.5228867119958873	1.5224611346265235
6c1d	2018-01-04	ELECTRON MICROSCOPY	None	1.519754377981579	1.5203200897688205
6csg	2018-03-20	ELECTRON MICROSCOPY	None	1.5211691586680638	1.5211936009569618
6rny	2019-05-09	ELECTRON MICROSCOPY	None	1.5193620064853626	1.5196548808666708
6gen	2018-04-27	ELECTRON MICROSCOPY	None	1.5234481845163057	1.523702339847147
5va3	2017-03-24	ELECTRON MICROSCOPY	None	1.5329467069079403	1.5331435613165465
6npk	2019-01-17	ELECTRON MICROSCOPY	None	1.5228529196591039	1.5229202085364681
6dg8	2018-05-17	ELECTRON MICROSCOPY	None	1.5244873076476284	1.5242713934811858
4v7q	2010-05-13	ELECTRON MICROSCOPY	None	1.523026318007018	1.522822359058128
6rak	2019-04-06	ELECTRON MICROSCOPY	None	1.522648067317422	1.522342242964088
6gzv	2018-07-05	ELECTRON MICROSCOPY	None	1.500332276200383	1.4995712394848466
5t7v	2016-09-06	ELECTRON MICROSCOPY	None	1.5201707056870803	1.5204637891427262
6mhy	2018-09-18	ELECTRON MICROSCOPY	None	1.5206696238833903	1.5209327453605794
6tar	2019-10-30	ELECTRON MICROSCOPY	None	1.524678934797783	1.5246775567107602
6hcf	2018-08-14	ELECTRON MICROSCOPY	None	1.5198605991595746	1.5197705585908015
6n27	2018-11-12	ELECTRON MICROSCOPY	None	1.5222629653449622	1.522351446100529
6adq	2018-08-01	ELECTRON MICROSCOPY	None	1.5205198547162075	1.5206306771321854
6avb	2017-09-01	ELECTRON MICROSCOPY	None	1.5178369901817372	1.5178815141900508
5zeu	2018-02-28	ELECTRON MICROSCOPY	None	1.5211606041438368	1.5214737335891328
5nv3	2017-05-03	ELECTRON MICROSCOPY	None	1.529479666738437	1.5300608609765551
6e9f	2018-08-01	ELECTRON MICROSCOPY	None	1.5177220898663366	1.5175981803560932
6dpv	2018-06-09	ELECTRON MICROSCOPY	None	1.5254212383708992	1.5250147073918368
5xno	2017-05-23	ELECTRON MICROSCOPY	None	1.517979628141699	1.5183446209943166
5y4o	2017-08-04	ELECTRON MICROSCOPY	None	1.5163128211803898	1.5166043615361413
6oeg	2019-03-27	ELECTRON MICROSCOPY	None	1.5195296552575783	1.5198080359600459
6nu2	2019-01-30	ELECTRON MICROSCOPY	None	1.5229816743065925	1.5231810152498602
6drc	2018-06-11	ELECTRON MICROSCOPY	None	1.5231410175173912	1.5232286910012949
6gbz	2018-04-16	ELECTRON MICROSCOPY	None	1.52317721964648	1.523377649513926
6rko	2019-04-30	ELECTRON MICROSCOPY	None	1.522004535751393	1.5224896433653805
6sk6	2019-08-14	ELECTRON MICROSCOPY	None	1.5081973599437828	1.508251872574333
6avo	2017-09-04	ELECTRON MICROSCOPY	None	1.5185090462765967	1.5187052641837528
6gaw	2018-04-13	ELECTRON MICROSCOPY	None	1.5252483749656454	1.5258281159912481
6u2k	2019-08-20	ELECTRON MICROSCOPY	None	1.5190712381288505	1.5188663081941423
5kmg	2016-06-27	ELECTRON MICROSCOPY	None	1.5034397020118975	1.5031495207333108
6tc3	2019-11-05	ELECTRON MICROSCOPY	None	1.5204846452929635	1.520477570632355
3jd7	2016-04-29	ELECTRON MICROSCOPY	None	1.5184440642685981	1.5186144158354011
5gjv	2016-07-02	ELECTRON MICROSCOPY	None	1.520405433081068	1.5203899278586959
4ug0	2015-03-20	ELECTRON MICROSCOPY	None	1.5227817248505884	1.5227137914447744
6hra	2018-09-26	ELECTRON MICROSCOPY	None	1.5202554822896261	1.5205453795381125
6i9d	2018-11-23	ELECTRON MICROSCOPY	None	1.5207554502568201	1.5207838085551681
6bu8	2017-12-08	ELECTRON MICROSCOPY	None	1.5249302357818986	1.5253289985815868
6kgx	2019-07-12	ELECTRON MICROSCOPY	None	1.5206478504879781	1.520850729693134
5h1r	2016-10-11	ELECTRON MICROSCOPY	None	1.5160444488496976	1.5160763698696154
6ezm	2017-11-15	ELECTRON MICROSCOPY	None	1.5190222275448606	1.518906716728596
5ftj	2016-01-14	ELECTRON MICROSCOPY	None	1.5206946193858968	1.5206703692679637
6osq	2019-05-02	ELECTRON MICROSCOPY	None	1.5193740706498813	1.519584621804353
6ui7	2019-09-30	ELECTRON MICROSCOPY	None	1.5206870866774544	1.5208302185888036
5afi	2015-01-22	ELECTRON MICROSCOPY	None	1.5244586460322307	1.5248441424349397
6qvj	2019-03-02	ELECTRON MICROSCOPY	None	1.518804808856238	1.5189588444356228
5vly	2017-04-26	ELECTRON MICROSCOPY	None	1.520171372443355	1.520482633252842
5wj5	2017-07-21	ELECTRON MICROSCOPY	None	1.5319808629722615	1.5323123155704508
6rd5	2019-04-12	ELECTRON MICROSCOPY	None	1.5213480597703508	1.5214993541685702
6o9j	2019-03-14	ELECTRON MICROSCOPY	None	1.5231732699128715	1.524284327718321
6oeu	2019-03-27	ELECTRON MICROSCOPY	None	1.5338223782925762	1.5347776387272445
4ui9	2015-03-27	ELECTRON MICROSCOPY	None	1.5234177217155522	1.5239681319961191
3j7h	2014-06-30	ELECTRON MICROSCOPY	None	1.5220746743208133	1.5219725868450995
6h82	2018-08-01	ELECTRON MICROSCOPY	None	1.518970337583786	1.518884151985013
5ftm	2016-01-14	ELECTRON MICROSCOPY	None	1.5170607647707728	1.5173036071259045
6mhx	2018-09-18	ELECTRON MICROSCOPY	None	1.5221680841046972	1.5224097270683803
6sl1	2019-08-16	ELECTRON MICROSCOPY	None	1.5182720392935698	1.5186861568519159
5o3l	2017-05-24	ELECTRON MICROSCOPY	None	1.5164889396033379	1.5166740176817228
6drv	2018-06-13	ELECTRON MICROSCOPY	None	1.5058097304439855	1.5053864409176592
6e2x	2018-07-12	ELECTRON MICROSCOPY	None	1.5177056538799136	1.5178375011840817
5lzy	2016-10-02	ELECTRON MICROSCOPY	None	1.524383097309082	1.5251943427857562
6mu2	2018-10-22	ELECTRON MICROSCOPY	None	1.5198128180370911	1.5200032006574316
5v93	2017-03-22	ELECTRON MICROSCOPY	None	1.5173504181298587	1.5174522054625108
6uix	2019-10-01	ELECTRON MICROSCOPY	None	1.5191765799556862	1.519520072488679
3j63	2013-12-05	ELECTRON MICROSCOPY	None	1.5236003344905404	1.524075806609451
5k0u	2016-05-17	ELECTRON MICROSCOPY	None	1.5187759650411667	1.5190282745521384
6o2n	2019-02-24	ELECTRON MICROSCOPY	None	1.521509764795251	1.5213023068548122
6iln	2018-10-19	ELECTRON MICROSCOPY	None	1.5210045853372895	1.5209125067213343
6ify	2018-09-21	ELECTRON MICROSCOPY	None	1.5221309474119464	1.522169458261934
6em3	2017-10-01	ELECTRON MICROSCOPY	None	1.5271102789556597	1.5286845406952974
5adx	2015-08-24	ELECTRON MICROSCOPY	None	1.5314496148146177	1.5319255303892112
6cu8	2018-03-23	ELECTRON MICROSCOPY	None	1.5219908020203063	1.5220978430112369
6j5w	2019-01-12	ELECTRON MICROSCOPY	None	1.5208663927554686	1.5209113393232978
6ih9	2018-09-29	ELECTRON MICROSCOPY	None	1.520419053708895	1.5204403969379907
6r0y	2019-03-13	ELECTRON MICROSCOPY	None	1.5204320575856354	1.5211767247689996
6riu	2019-04-25	ELECTRON MICROSCOPY	None	1.5202143179724894	1.5196826650412578
6sc2	2019-07-23	ELECTRON MICROSCOPY	None	1.520936192012712	1.5210465805337265
6dzt	2018-07-05	ELECTRON MICROSCOPY	None	1.519468664723722	1.5194417320274156
6fn1	2018-02-02	ELECTRON MICROSCOPY	None	1.5209560707726548	1.5210898952889593
6ucu	2019-09-17	ELECTRON MICROSCOPY	None	1.520090302697823	1.5201983773479424
3j2v	2013-01-11	ELECTRON MICROSCOPY	None	1.5230683514829506	1.5236303403627365
6dzi	2018-07-05	ELECTRON MICROSCOPY	None	1.5186966849830177	1.5189467344912613
6i2n	2018-11-01	ELECTRON MICROSCOPY	None	1.5212633440488124	1.5213708826107695
5oql	2017-08-12	ELECTRON MICROSCOPY	None	1.5215221771194716	1.5218534356363889
6pxw	2019-07-28	ELECTRON MICROSCOPY	None	1.5202506597893195	1.5201464058168668
6nyn	2019-02-11	ELECTRON MICROSCOPY	None	1.5208027516171265	1.5208410748155847
6dv6	2018-06-22	ELECTRON MICROSCOPY	None	1.518907003614981	1.5188301351008402
6rin	2019-04-24	ELECTRON MICROSCOPY	None	1.5183942296420196	1.518728399077129
5flu	2015-10-28	ELECTRON MICROSCOPY	None	1.5232695468818742	1.5232870962290592
6bo9	2017-11-18	ELECTRON MICROSCOPY	None	1.5191246188459009	1.5191310263595785
6d7l	2018-04-25	ELECTRON MICROSCOPY	None	1.5227941557851667	1.5226707508126855
6p49	2019-05-26	ELECTRON MICROSCOPY	None	1.5223447558271697	1.5222967263694969
6fq5	2018-02-13	ELECTRON MICROSCOPY	None	1.5203453842370418	1.5203407675912064
6bgi	2017-10-28	ELECTRON MICROSCOPY	None	1.5191497343799483	1.5193158299854752
6cv3	2018-03-27	ELECTRON MICROSCOPY	None	1.5185060559740766	1.5182739743879599
6gwt	2018-06-25	ELECTRON MICROSCOPY	None	1.5240796898543318	1.5241556430156207
5aj0	2015-02-19	ELECTRON MICROSCOPY	None	1.5316525435100812	1.5318771958371746
6oa9	2019-03-15	ELECTRON MICROSCOPY	None	1.5233227354642476	1.5233899877184913
6pbe	2019-06-13	ELECTRON MICROSCOPY	None	1.522945316766181	1.5228821407443285
6acy	2018-07-28	ELECTRON MICROSCOPY	None	1.5226532194803741	1.5223301699985412
6i5u	2018-11-14	ELECTRON MICROSCOPY	None	1.5218763254118906	1.5217087603577952
6t9o	2019-10-28	ELECTRON MICROSCOPY	None	1.5206002312665614	1.5208838063651626
5va1	2017-03-24	ELECTRON MICROSCOPY	None	1.5320088372302343	1.5323978759424117
6s6u	2019-07-03	ELECTRON MICROSCOPY	None	1.521238478242011	1.52159199832128
6cju	2018-02-26	ELECTRON MICROSCOPY	None	1.5205102803823356	1.520340748078655
5njg	2017-03-28	ELECTRON MICROSCOPY	None	1.5167721786422992	1.5170461829285093
6d00	2018-04-09	ELECTRON MICROSCOPY	None	1.5228085598964918	1.5231031808489361
4d3e	2014-10-21	ELECTRON MICROSCOPY	None	1.5225410474791095	1.5244073157028497
5njt	2017-03-29	ELECTRON MICROSCOPY	None	1.5203151335210752	1.520550308943533
6j5i	2019-01-11	ELECTRON MICROSCOPY	None	1.5203923293142243	1.5206934564474723
6uiw	2019-10-01	ELECTRON MICROSCOPY	None	1.5199273021635888	1.5198477415685194
5x8t	2017-03-03	ELECTRON MICROSCOPY	None	1.5229851235316811	1.523042993365382
4v1a	2014-09-25	ELECTRON MICROSCOPY	None	1.5266627655895555	1.5270605602958813
6h6b	2018-07-26	ELECTRON MICROSCOPY	None	1.5192293753113566	1.5191466509345541
